CustomerID,Recency,Frequency,Monetary,AvgOrderValue,Tenure,ProductDiversity,R_Score,F_Score,M_Score,RFM_Score,Segment
16666,19,1,118.98,118.98,0,32,4.0,2.0,1.0,7.0,Potential Loyalists
16667,68,2,570.13,285.065,216,52,3.0,3.0,3.0,9.0,Loyal Customers
16668,15,6,306.71999999999997,51.12,269,9,4.0,4.0,2.0,10.0,Loyal Customers
16669,24,4,1370.8700000000001,342.7175,54,141,4.0,4.0,4.0,12.0,Champions
16670,17,17,4022.46,236.61529411764707,341,179,4.0,5.0,5.0,14.0,Champions
16671,28,3,1692.27,564.09,136,3,4.0,3.0,4.0,11.0,Loyal Customers
16672,2,23,8093.59,351.89521739130436,264,23,5.0,5.0,5.0,15.0,Champions
16674,55,2,319.61,159.805,43,89,3.0,3.0,2.0,8.0,Recent Customers
16676,34,5,1558.72,311.744,303,75,3.0,4.0,4.0,11.0,Loyal Customers
16678,3,17,3013.83,177.28411764705882,280,93,5.0,5.0,5.0,15.0,Champions
16679,366,1,129.75,129.75,0,3,1.0,2.0,1.0,4.0,Hibernating
16680,43,1,183.7,183.7,0,10,3.0,2.0,1.0,6.0,Recent Customers
16681,73,6,1770.34,295.0566666666667,180,18,2.0,4.0,4.0,10.0,Loyal Customers
16682,5,5,1028.0,205.6,183,15,5.0,4.0,4.0,13.0,Champions
16684,4,31,65892.08,2125.5509677419354,353,120,5.0,5.0,5.0,15.0,Champions
16685,61,2,324.24,162.12,0,60,3.0,3.0,2.0,8.0,Recent Customers
16686,47,9,3043.48,338.1644444444444,307,406,3.0,5.0,5.0,13.0,Champions
16688,1,4,1260.86,315.215,59,52,5.0,4.0,4.0,13.0,Champions
16689,76,3,303.26,101.08666666666666,6,13,2.0,3.0,2.0,7.0,Hibernating
16690,44,3,208.63,69.54333333333334,158,10,3.0,3.0,1.0,7.0,Recent Customers
16692,256,2,1276.0,638.0,32,2,1.0,3.0,4.0,8.0,At Risk
16693,69,2,482.01,241.005,203,58,3.0,3.0,3.0,9.0,Loyal Customers
16696,135,4,657.9000000000001,164.47500000000002,112,7,2.0,4.0,3.0,9.0,Loyal Customers
16697,241,1,112.75,112.75,0,20,1.0,2.0,1.0,4.0,Hibernating
16698,227,2,1998.0,999.0,26,4,1.0,3.0,4.0,8.0,At Risk
16700,9,17,5040.0,296.47058823529414,357,159,5.0,5.0,5.0,15.0,Champions
16701,9,18,5150.2699999999995,286.1261111111111,352,99,5.0,5.0,5.0,15.0,Champions
16705,1,29,13946.130000000001,480.90103448275863,358,135,5.0,5.0,5.0,15.0,Champions
16706,37,3,531.35,177.11666666666665,76,108,3.0,3.0,3.0,9.0,Loyal Customers
16708,46,1,656.63,656.63,0,27,3.0,2.0,3.0,8.0,Recent Customers
16709,85,5,3029.87,605.9739999999999,197,64,2.0,4.0,5.0,11.0,Loyal Customers
16710,19,10,2483.04,248.304,349,268,4.0,5.0,5.0,14.0,Champions
16711,3,5,1651.03,330.206,354,18,5.0,4.0,4.0,13.0,Champions
16712,9,11,3645.43,331.40272727272725,266,259,5.0,5.0,5.0,15.0,Champions
16713,19,21,6840.2300000000005,325.72523809523807,348,339,4.0,5.0,5.0,14.0,Champions
16714,219,4,911.53,227.8825,98,77,1.0,4.0,4.0,9.0,Loyal Customers
16715,78,1,301.71999999999997,301.71999999999997,0,19,2.0,2.0,2.0,6.0,Hibernating
16716,267,3,319.8000000000001,106.60000000000007,44,1,1.0,3.0,2.0,6.0,Hibernating
16717,9,9,3278.36,364.26222222222225,357,178,5.0,5.0,5.0,15.0,Champions
16718,369,1,623.75,623.75,0,41,1.0,2.0,3.0,6.0,At Risk
16719,15,8,1773.92,221.74,353,108,4.0,5.0,4.0,13.0,Champions
16720,26,1,155.24,155.24,0,25,4.0,2.0,1.0,7.0,Potential Loyalists
16721,262,1,292.47,292.47,0,37,1.0,2.0,2.0,5.0,Hibernating
16722,17,16,4711.21,294.450625,351,96,4.0,5.0,5.0,14.0,Champions
16723,91,2,589.15,294.575,16,37,2.0,3.0,3.0,8.0,At Risk
16725,302,8,775.07,96.88375,69,110,1.0,5.0,3.0,9.0,Loyal Customers
16726,26,5,1382.02,276.404,335,121,4.0,4.0,4.0,12.0,Champions
16727,364,1,272.82,272.82,0,41,1.0,2.0,2.0,5.0,Hibernating
16728,46,4,1054.67,263.6675,218,218,3.0,4.0,4.0,11.0,Loyal Customers
16729,36,26,7076.28,272.1646153846154,205,235,3.0,5.0,5.0,13.0,Champions
16730,52,4,702.79,175.6975,267,75,3.0,4.0,3.0,10.0,Loyal Customers
16732,32,1,603.75,603.75,0,28,4.0,2.0,3.0,9.0,Loyal Customers
16734,52,3,650.51,216.83666666666667,61,44,3.0,3.0,3.0,9.0,Loyal Customers
16735,79,7,2269.21,324.17285714285714,255,88,2.0,5.0,5.0,12.0,Champions
16737,53,1,417.59999999999997,417.59999999999997,0,1,3.0,2.0,2.0,7.0,Recent Customers
16738,298,1,3.75,3.75,0,1,1.0,2.0,1.0,4.0,Hibernating
16739,172,2,312.55,156.275,4,13,2.0,3.0,2.0,7.0,Hibernating
16742,47,2,0.0,0.0,0,4,3.0,3.0,1.0,7.0,Recent Customers
16743,29,8,2191.84,273.98,329,89,4.0,5.0,5.0,14.0,Champions
16744,11,7,1304.76,186.39428571428567,161,198,5.0,5.0,4.0,14.0,Champions
16745,87,18,7170.7,398.3722222222222,225,148,2.0,5.0,5.0,12.0,Champions
16746,5,19,6694.31,352.3321052631579,354,234,5.0,5.0,5.0,15.0,Champions
16747,25,4,826.96,206.74,42,34,4.0,4.0,3.0,11.0,Loyal Customers
16748,18,5,1515.9,303.18,316,42,4.0,4.0,4.0,12.0,Champions
16750,45,5,623.93,124.78599999999999,187,74,3.0,4.0,3.0,10.0,Loyal Customers
16751,31,1,1764.72,1764.72,0,24,4.0,2.0,4.0,10.0,Loyal Customers
16752,373,1,207.5,207.5,0,9,1.0,2.0,1.0,4.0,Hibernating
16753,58,1,223.92000000000002,223.92000000000002,0,34,3.0,2.0,1.0,6.0,Recent Customers
16754,372,1,2002.4,2002.4,0,2,1.0,2.0,4.0,7.0,At Risk
16755,114,5,1484.63,296.926,201,134,2.0,4.0,4.0,10.0,Loyal Customers
16756,215,1,239.4,239.4,0,13,1.0,2.0,2.0,5.0,Hibernating
16757,319,1,106.83000000000001,106.83000000000001,0,7,1.0,2.0,1.0,4.0,Hibernating
16758,65,1,369.34000000000003,369.34000000000003,0,22,3.0,2.0,2.0,7.0,Recent Customers
16759,8,4,772.84,193.20999999999998,23,40,5.0,4.0,3.0,12.0,Champions
16761,97,1,316.62,316.62,0,13,2.0,2.0,2.0,6.0,Hibernating
16762,20,3,1501.38,500.46000000000004,124,51,4.0,3.0,4.0,11.0,Loyal Customers
16763,185,2,594.9,297.45,13,23,1.0,3.0,3.0,7.0,At Risk
16764,4,18,2758.25,153.23611111111111,139,209,5.0,5.0,5.0,15.0,Champions
16765,294,1,34.0,34.0,0,1,1.0,2.0,1.0,4.0,Hibernating
16766,273,2,1145.6,572.8,0,17,1.0,3.0,4.0,8.0,At Risk
16767,31,11,5580.6,507.32727272727277,285,148,4.0,5.0,5.0,14.0,Champions
16768,48,5,458.04,91.608,224,47,3.0,4.0,2.0,9.0,Loyal Customers
16769,260,1,380.39,380.39,0,33,1.0,2.0,2.0,5.0,Hibernating
16770,58,6,744.9,124.14999999999999,314,116,3.0,4.0,3.0,10.0,Loyal Customers
16771,33,5,2246.81,449.3620000000001,304,200,3.0,4.0,5.0,12.0,Champions
16773,57,1,171.59,171.59,0,23,3.0,2.0,1.0,6.0,Recent Customers
16774,68,5,654.92,130.98399999999998,110,36,3.0,4.0,3.0,10.0,Loyal Customers
16775,10,11,1695.66,154.15090909090907,357,84,5.0,5.0,4.0,14.0,Champions
16776,60,1,388.28,388.28,0,61,3.0,2.0,2.0,7.0,Recent Customers
16777,80,2,226.35,113.175,176,45,2.0,3.0,1.0,6.0,Hibernating
16778,74,2,245.94,122.97,199,16,2.0,3.0,2.0,7.0,Hibernating
16779,2,28,10454.05,373.35892857142863,364,161,5.0,5.0,5.0,15.0,Champions
16780,100,2,425.19,212.595,158,51,2.0,3.0,2.0,7.0,Hibernating
16781,365,2,294.65,147.325,7,17,1.0,3.0,2.0,6.0,Hibernating
16782,10,19,2242.25,118.01315789473684,357,103,5.0,5.0,5.0,15.0,Champions
16784,20,1,107.6,107.6,0,3,4.0,2.0,1.0,7.0,Potential Loyalists
16788,123,2,597.48,298.74,131,138,2.0,3.0,3.0,8.0,At Risk
16789,8,1,80.8,80.8,0,5,5.0,2.0,1.0,8.0,Potential Loyalists
16790,4,8,1520.1200000000001,190.01500000000001,34,88,5.0,5.0,4.0,14.0,Champions
16791,29,8,1706.28,213.285,303,218,4.0,5.0,4.0,13.0,Champions
16792,282,2,110.38000000000001,55.190000000000005,0,11,1.0,3.0,1.0,5.0,Hibernating
16793,57,1,243.84,243.84,0,16,3.0,2.0,2.0,7.0,Recent Customers
16794,1,12,1201.51,100.12583333333333,179,142,5.0,5.0,4.0,14.0,Champions
16795,365,1,414.88,414.88,0,64,1.0,2.0,2.0,5.0,Hibernating
16796,89,1,305.62,305.62,0,18,2.0,2.0,2.0,6.0,Hibernating
16800,11,1,1201.49,1201.49,0,148,5.0,2.0,4.0,11.0,Loyal Customers
16801,163,5,867.83,173.566,110,72,2.0,4.0,3.0,9.0,Loyal Customers
16803,65,1,332.3,332.3,0,24,3.0,2.0,2.0,7.0,Recent Customers
16804,23,3,536.99,178.99666666666667,247,59,4.0,3.0,3.0,10.0,Loyal Customers
16805,174,2,460.59,230.29500000000002,186,94,2.0,3.0,2.0,7.0,Hibernating
16806,103,4,801.49,200.3725,135,68,2.0,4.0,3.0,9.0,Loyal Customers
16807,143,3,1121.59,373.8633333333334,128,57,2.0,3.0,4.0,9.0,Loyal Customers
16808,99,2,288.42,144.21,175,21,2.0,3.0,2.0,7.0,Hibernating
16809,23,6,912.74,152.12333333333333,239,79,4.0,4.0,4.0,12.0,Champions
16810,192,2,275.64,137.82000000000002,168,16,1.0,3.0,2.0,6.0,Hibernating
16811,5,2,547.07,273.53499999999997,12,26,5.0,3.0,3.0,11.0,Loyal Customers
16812,361,1,479.35,479.35,0,15,1.0,2.0,3.0,6.0,At Risk
16813,8,10,1692.98,169.298,196,248,5.0,5.0,4.0,14.0,Champions
16814,14,22,6500.6,295.48181818181814,355,122,4.0,5.0,5.0,14.0,Champions
16816,103,4,417.06,104.265,254,28,2.0,4.0,2.0,8.0,Hibernating
16817,3,13,1446.95,111.30384615384615,365,76,5.0,5.0,4.0,14.0,Champions
16818,11,13,3317.97,255.22846153846152,194,172,5.0,5.0,5.0,15.0,Champions
16820,96,1,497.61,497.61,0,26,2.0,2.0,3.0,7.0,At Risk
16823,227,1,358.38,358.38,0,34,1.0,2.0,2.0,5.0,Hibernating
16824,16,2,460.64,230.32,148,23,4.0,3.0,2.0,9.0,Loyal Customers
16825,39,2,775.1800000000001,387.59000000000003,147,27,3.0,3.0,3.0,9.0,Loyal Customers
16826,51,1,341.7,341.7,0,22,3.0,2.0,2.0,7.0,Recent Customers
16828,93,2,128.5,64.25,19,8,2.0,3.0,1.0,6.0,Hibernating
16829,157,1,197.22,197.22,0,11,2.0,2.0,1.0,5.0,Hibernating
16830,39,1,325.91,325.91,0,23,3.0,2.0,2.0,7.0,Recent Customers
16832,184,3,199.15,66.38333333333334,33,11,1.0,3.0,1.0,5.0,Hibernating
16833,1,4,1106.53,276.6325,333,46,5.0,4.0,4.0,13.0,Champions
16834,228,1,413.46,413.46,0,24,1.0,2.0,2.0,5.0,Hibernating
16835,128,2,180.85,90.425,244,10,2.0,3.0,1.0,6.0,Hibernating
16836,40,2,251.87,125.935,76,11,3.0,3.0,2.0,8.0,Recent Customers
16837,31,12,3167.73,263.9775,214,123,4.0,5.0,5.0,14.0,Champions
16838,197,3,582.9,194.29999999999998,90,24,1.0,3.0,3.0,7.0,At Risk
16839,9,39,15357.78,393.7892307692308,360,117,5.0,5.0,5.0,15.0,Champions
16841,37,7,1774.62,253.51714285714283,250,101,3.0,5.0,4.0,12.0,Champions
16842,64,4,1260.44,315.11,238,45,3.0,4.0,4.0,11.0,Loyal Customers
16843,43,17,10183.82,599.0482352941176,284,226,3.0,5.0,5.0,13.0,Champions
16846,50,1,214.32,214.32,0,11,3.0,2.0,1.0,6.0,Recent Customers
16847,43,1,193.44,193.44,0,12,3.0,2.0,1.0,6.0,Recent Customers
16848,53,1,281.42,281.42,0,14,3.0,2.0,2.0,7.0,Recent Customers
16849,187,1,124.57,124.57,0,8,1.0,2.0,1.0,4.0,Hibernating
16850,334,1,332.41,332.41,0,19,1.0,2.0,2.0,5.0,Hibernating
16851,4,3,342.45,114.15000000000002,47,17,5.0,3.0,2.0,10.0,Loyal Customers
16852,10,2,144.91000000000003,72.455,165,9,5.0,3.0,1.0,9.0,Loyal Customers
16855,24,2,328.4,164.2,19,19,4.0,3.0,2.0,9.0,Loyal Customers
16856,15,1,35.400000000000006,35.400000000000006,0,2,4.0,2.0,1.0,7.0,Potential Loyalists
16858,366,2,345.89000000000004,172.94500000000002,2,9,1.0,3.0,2.0,6.0,Hibernating
16859,106,5,473.14,94.62799999999999,155,50,2.0,4.0,3.0,9.0,Loyal Customers
16861,60,3,151.65,50.550000000000004,308,8,3.0,3.0,1.0,7.0,Recent Customers
16863,29,4,481.35,120.3375,337,25,4.0,4.0,3.0,11.0,Loyal Customers
16866,141,3,207.73999999999998,69.24666666666666,20,10,2.0,3.0,1.0,6.0,Hibernating
16869,23,5,805.62,161.124,152,113,4.0,4.0,3.0,11.0,Loyal Customers
16871,22,7,2761.4900000000002,394.4985714285714,248,131,4.0,5.0,5.0,14.0,Champions
16872,77,3,680.02,226.67333333333332,107,5,2.0,3.0,3.0,8.0,At Risk
16873,5,10,7066.31,706.631,359,179,5.0,5.0,5.0,15.0,Champions
16875,64,9,2023.47,224.83,275,94,3.0,5.0,5.0,13.0,Champions
16877,12,6,853.72,142.28666666666666,195,111,4.0,4.0,3.0,11.0,Loyal Customers
16878,25,2,0.0,0.0,59,3,4.0,3.0,1.0,8.0,Potential Loyalists
16880,31,7,1519.08,217.01142857142855,158,121,4.0,5.0,4.0,13.0,Champions
16881,67,1,432.0,432.0,0,1,3.0,2.0,2.0,7.0,Recent Customers
16882,67,3,705.12,235.04,250,39,3.0,3.0,3.0,9.0,Loyal Customers
16883,187,2,276.73,138.365,184,33,1.0,3.0,2.0,6.0,Hibernating
16884,38,2,429.84000000000003,214.92000000000002,0,26,3.0,3.0,2.0,8.0,Recent Customers
16885,15,3,471.51,157.17,341,82,4.0,3.0,3.0,10.0,Loyal Customers
16887,35,1,194.88,194.88,0,35,3.0,2.0,1.0,6.0,Recent Customers
16889,195,3,1578.67,526.2233333333332,142,112,1.0,3.0,4.0,8.0,At Risk
16891,2,5,809.7,161.94,369,166,5.0,4.0,3.0,12.0,Champions
16892,1,7,496.84000000000003,70.97714285714285,321,88,5.0,5.0,3.0,13.0,Champions
16893,367,1,145.93,145.93,0,44,1.0,2.0,1.0,4.0,Hibernating
16895,65,1,219.14,219.14,0,57,3.0,2.0,1.0,6.0,Recent Customers
16897,299,3,213.03,71.01,14,37,1.0,3.0,1.0,5.0,Hibernating
16898,26,4,444.46,111.115,342,151,4.0,4.0,2.0,10.0,Loyal Customers
16899,8,6,1281.56,213.59333333333333,352,80,5.0,4.0,4.0,13.0,Champions
16900,12,5,187.6900000000001,37.53800000000001,51,79,4.0,4.0,1.0,9.0,Loyal Customers
16902,116,1,1706.88,1706.88,0,43,2.0,2.0,4.0,8.0,At Risk
16903,29,1,373.24,373.24,0,50,4.0,2.0,2.0,8.0,Potential Loyalists
16904,4,16,3754.27,234.641875,362,387,5.0,5.0,5.0,15.0,Champions
16905,5,8,3085.48,385.685,366,117,5.0,5.0,5.0,15.0,Champions
16906,82,4,579.77,144.9425,166,74,2.0,4.0,3.0,9.0,Loyal Customers
16907,29,5,981.65,196.32999999999998,336,89,4.0,4.0,4.0,12.0,Champions
16909,64,2,364.14,182.07,8,18,3.0,3.0,2.0,8.0,Recent Customers
16910,4,8,1510.06,188.7575,86,318,5.0,5.0,4.0,14.0,Champions
16912,23,14,2528.67,180.61928571428572,300,89,4.0,5.0,5.0,14.0,Champions
16913,290,1,113.44,113.44,0,8,1.0,2.0,1.0,4.0,Hibernating
16914,36,1,208.46,208.46,0,25,3.0,2.0,1.0,6.0,Recent Customers
16915,9,6,621.6800000000001,103.61333333333334,274,46,5.0,4.0,3.0,12.0,Champions
16916,24,2,576.26,288.13,348,129,4.0,3.0,3.0,10.0,Loyal Customers
16917,277,1,391.52,391.52,0,9,1.0,2.0,2.0,5.0,Hibernating
16918,50,7,1043.34,149.04857142857142,267,97,3.0,5.0,4.0,12.0,Champions
16919,156,11,2596.45,236.04090909090908,212,141,2.0,5.0,5.0,12.0,Champions
16921,61,1,169.79,169.79,0,50,3.0,2.0,1.0,6.0,Recent Customers
16923,12,26,6666.83,256.41653846153844,350,316,4.0,5.0,5.0,14.0,Champions
16924,21,4,739.5,184.875,62,69,4.0,4.0,3.0,11.0,Loyal Customers
16926,371,1,230.25,230.25,0,14,1.0,2.0,1.0,4.0,Hibernating
16927,116,3,543.05,181.01666666666665,245,5,2.0,3.0,3.0,8.0,At Risk
16928,80,19,2781.5,146.39473684210526,292,72,2.0,5.0,5.0,12.0,Champions
16929,4,7,1295.39,185.0557142857143,151,51,5.0,5.0,4.0,14.0,Champions
16930,26,3,380.55,126.85000000000001,42,47,4.0,3.0,2.0,9.0,Loyal Customers
16931,5,21,4604.22,219.24857142857144,364,448,5.0,5.0,5.0,15.0,Champions
16932,53,1,161.94,161.94,0,44,3.0,2.0,1.0,6.0,Recent Customers
16933,1,5,530.08,106.016,238,44,5.0,4.0,3.0,12.0,Champions
16934,55,2,950.9300000000001,475.46500000000003,0,59,3.0,3.0,4.0,10.0,Loyal Customers
16936,26,1,262.68,262.68,0,56,4.0,2.0,2.0,8.0,Potential Loyalists
16938,9,5,1903.13,380.626,300,212,5.0,4.0,4.0,13.0,Champions
16940,52,3,3049.88,1016.6266666666667,237,226,3.0,3.0,5.0,11.0,Loyal Customers
16942,13,10,1894.11,189.411,215,159,4.0,5.0,4.0,13.0,Champions
16943,212,3,816.73,272.24333333333334,106,23,1.0,3.0,3.0,7.0,At Risk
16945,22,19,4345.5,228.71052631578948,336,137,4.0,5.0,5.0,14.0,Champions
16947,236,1,406.48,406.48,0,21,1.0,2.0,2.0,5.0,Hibernating
16948,139,3,435.02,145.00666666666666,187,15,2.0,3.0,2.0,7.0,Hibernating
16949,4,7,1161.27,165.8957142857143,312,57,5.0,5.0,4.0,14.0,Champions
16950,57,3,1178.56,392.8533333333333,310,39,3.0,3.0,4.0,10.0,Loyal Customers
16951,123,4,1262.75,315.6875,180,73,2.0,4.0,4.0,10.0,Loyal Customers
16952,109,2,167.61,83.805,0,16,2.0,3.0,1.0,6.0,Hibernating
16953,30,1,20.8,20.8,0,1,4.0,2.0,1.0,7.0,Potential Loyalists
16954,1,9,2085.08,231.67555555555555,358,40,5.0,5.0,5.0,15.0,Champions
16955,185,5,493.67,98.734,188,18,1.0,4.0,3.0,8.0,At Risk
16956,9,2,292.34,146.17000000000002,8,16,5.0,3.0,2.0,10.0,Loyal Customers
16957,239,2,416.64,208.32,42,15,1.0,3.0,2.0,6.0,Hibernating
16959,87,1,117.35000000000001,117.35000000000001,0,7,2.0,2.0,1.0,5.0,Hibernating
16960,39,3,507.05,169.01666666666668,213,92,3.0,3.0,3.0,9.0,Loyal Customers
16961,116,1,234.17,234.17,0,14,2.0,2.0,1.0,5.0,Hibernating
16963,187,1,110.55000000000001,110.55000000000001,0,7,1.0,2.0,1.0,4.0,Hibernating
16965,227,1,201.19,201.19,0,26,1.0,2.0,1.0,4.0,Hibernating
16966,8,10,2148.47,214.84699999999998,231,9,5.0,5.0,5.0,15.0,Champions
16967,189,1,319.02,319.02,0,21,1.0,2.0,2.0,5.0,Hibernating
16968,4,2,439.43,219.715,103,31,5.0,3.0,2.0,10.0,Loyal Customers
16969,39,3,650.41,216.8033333333333,152,42,3.0,3.0,3.0,9.0,Loyal Customers
16971,3,2,232.20999999999998,116.10499999999999,35,41,5.0,3.0,1.0,9.0,Loyal Customers
16976,267,1,251.51999999999998,251.51999999999998,0,2,1.0,2.0,2.0,5.0,Hibernating
16978,78,1,344.33,344.33,0,39,2.0,2.0,2.0,6.0,Hibernating
16979,4,8,1809.05,226.13125,294,64,5.0,5.0,4.0,14.0,Champions
16980,255,2,1078.96,539.48,36,71,1.0,3.0,4.0,8.0,At Risk
16982,61,1,384.06,384.06,0,22,3.0,2.0,2.0,7.0,Recent Customers
16983,13,8,1920.2,240.025,356,112,4.0,5.0,4.0,13.0,Champions
16984,78,5,4392.42,878.484,52,354,2.0,4.0,5.0,11.0,Loyal Customers
16985,17,11,5461.62,496.5109090909091,341,62,4.0,5.0,5.0,14.0,Champions
16986,30,2,1873.2,936.6,0,3,4.0,3.0,4.0,11.0,Loyal Customers
16987,3,7,1625.05,232.15,202,74,5.0,5.0,4.0,14.0,Champions
16988,5,1,126.12,126.12,0,7,5.0,2.0,1.0,8.0,Potential Loyalists
16989,7,6,1133.25,188.875,143,7,5.0,4.0,4.0,13.0,Champions
16990,219,1,179.0,179.0,0,1,1.0,2.0,1.0,4.0,Hibernating
16992,11,6,1601.8600000000001,266.9766666666667,299,85,5.0,4.0,4.0,13.0,Champions
16995,372,1,-1.25,-1.25,0,1,1.0,2.0,1.0,4.0,Hibernating
16996,30,9,1427.46,158.60666666666668,328,14,4.0,5.0,4.0,13.0,Champions
16997,288,3,702.0,234.0,37,7,1.0,3.0,3.0,7.0,At Risk
16998,150,6,287.02000000000004,47.83666666666667,154,2,2.0,4.0,2.0,8.0,Hibernating
16999,23,2,484.82,242.41000000000003,50,21,4.0,3.0,3.0,10.0,Loyal Customers
17001,1,11,3989.57,362.6881818181818,358,75,5.0,5.0,5.0,15.0,Champions
17002,73,4,1487.78,371.945,217,41,2.0,4.0,4.0,10.0,Loyal Customers
17004,46,2,1412.94,706.47,46,38,3.0,3.0,4.0,10.0,Loyal Customers
17006,5,4,781.78,195.445,70,37,5.0,4.0,3.0,12.0,Champions
17007,51,7,877.4300000000001,125.34714285714287,306,50,3.0,5.0,3.0,11.0,Loyal Customers
17010,17,2,185.46,92.73,1,11,4.0,3.0,1.0,8.0,Potential Loyalists
17011,30,1,270.9,270.9,0,15,4.0,2.0,2.0,8.0,Potential Loyalists
17014,8,4,565.58,141.395,58,63,5.0,4.0,3.0,12.0,Champions
17015,29,3,1842.56,614.1866666666666,156,182,4.0,3.0,4.0,11.0,Loyal Customers
17017,3,27,8574.11,317.5596296296296,369,88,5.0,5.0,5.0,15.0,Champions
17018,41,2,920.1,460.05,285,15,3.0,3.0,4.0,10.0,Loyal Customers
17019,11,4,1272.61,318.1525,357,166,5.0,4.0,4.0,13.0,Champions
17022,31,1,71.0,71.0,0,7,4.0,2.0,1.0,7.0,Potential Loyalists
17024,45,3,95.85,31.95,112,2,3.0,3.0,1.0,7.0,Recent Customers
17025,61,3,357.77,119.25666666666666,312,8,3.0,3.0,2.0,8.0,Recent Customers
17026,185,2,154.82999999999998,77.41499999999999,184,4,1.0,3.0,1.0,5.0,Hibernating
17027,79,7,848.59,121.22714285714287,238,110,2.0,5.0,3.0,10.0,Loyal Customers
17029,111,2,716.0,358.0,126,1,2.0,3.0,3.0,8.0,At Risk
17030,64,1,146.87,146.87,0,11,3.0,2.0,1.0,6.0,Recent Customers
17031,12,2,380.35,190.175,143,19,4.0,3.0,2.0,9.0,Loyal Customers
17033,86,3,1030.14,343.37999999999994,273,24,2.0,3.0,4.0,9.0,Loyal Customers
17034,16,4,734.5699999999999,183.64249999999998,271,28,4.0,4.0,3.0,11.0,Loyal Customers
17035,246,3,388.33,129.44333333333333,65,27,1.0,3.0,2.0,6.0,Hibernating
17037,78,2,1253.22,626.61,9,75,2.0,3.0,4.0,9.0,Loyal Customers
17038,30,1,112.4,112.4,0,22,4.0,2.0,1.0,7.0,Potential Loyalists
17040,138,1,449.73,449.73,0,15,2.0,2.0,2.0,6.0,Hibernating
17041,27,4,1065.77,266.4425,333,59,4.0,4.0,4.0,12.0,Champions
17042,3,5,1044.3799999999999,208.87600000000003,244,74,5.0,4.0,4.0,13.0,Champions
17043,32,4,1735.18,433.795,234,100,4.0,4.0,4.0,12.0,Champions
17044,9,3,897.4300000000001,299.1433333333334,350,8,5.0,3.0,3.0,11.0,Loyal Customers
17045,113,3,339.44,113.14666666666666,134,20,2.0,3.0,2.0,7.0,Hibernating
17046,157,1,642.02,642.02,0,22,2.0,2.0,3.0,7.0,At Risk
17047,85,3,1100.9,366.9666666666667,119,59,2.0,3.0,4.0,9.0,Loyal Customers
17048,115,6,864.32,144.05333333333334,215,41,2.0,4.0,3.0,9.0,Loyal Customers
17049,3,11,5594.78,508.6163636363637,273,201,5.0,5.0,5.0,15.0,Champions
17050,96,6,3228.84,538.14,203,169,2.0,4.0,5.0,11.0,Loyal Customers
17051,194,1,247.14000000000001,247.14000000000001,0,40,1.0,2.0,2.0,5.0,Hibernating
17052,28,1,413.75,413.75,0,72,4.0,2.0,2.0,8.0,Potential Loyalists
17053,129,2,496.38,248.19,2,13,2.0,3.0,3.0,8.0,At Risk
17054,28,6,1353.83,225.63833333333332,216,64,4.0,4.0,4.0,12.0,Champions
17058,82,3,1179.89,393.2966666666667,158,51,2.0,3.0,4.0,9.0,Loyal Customers
17059,30,5,3095.04,619.008,339,292,4.0,4.0,5.0,13.0,Champions
17060,266,1,234.24,234.24,0,5,1.0,2.0,1.0,4.0,Hibernating
17061,74,12,5116.13,426.3441666666667,158,57,2.0,5.0,5.0,12.0,Champions
17062,314,5,534.47,106.894,55,53,1.0,4.0,3.0,8.0,At Risk
17063,9,11,1421.59,129.23545454545453,280,66,5.0,5.0,4.0,14.0,Champions
17064,59,3,859.35,286.45000000000005,268,53,3.0,3.0,3.0,9.0,Loyal Customers
17065,143,1,-112.35,-112.35,0,1,2.0,2.0,1.0,5.0,Hibernating
17068,12,22,4531.34,205.97,355,116,4.0,5.0,5.0,14.0,Champions
17069,28,13,2655.2200000000003,204.2476923076923,345,111,4.0,5.0,5.0,14.0,Champions
17070,114,1,312.14,312.14,0,62,2.0,2.0,2.0,6.0,Hibernating
17071,9,14,2385.48,170.39142857142858,301,102,5.0,5.0,5.0,15.0,Champions
17073,18,4,1446.09,361.5225,91,142,4.0,4.0,4.0,12.0,Champions
17075,18,5,813.77,162.754,299,62,4.0,4.0,3.0,11.0,Loyal Customers
17076,36,3,841.0799999999999,280.35999999999996,328,17,3.0,3.0,3.0,9.0,Loyal Customers
17078,36,2,378.2,189.1,0,28,3.0,3.0,2.0,8.0,Recent Customers
17079,78,1,118.80000000000001,118.80000000000001,0,2,2.0,2.0,1.0,5.0,Hibernating
17080,22,3,285.5,95.16666666666667,247,8,4.0,3.0,2.0,9.0,Loyal Customers
17081,25,2,290.16,145.07999999999998,20,55,4.0,3.0,2.0,9.0,Loyal Customers
17082,33,2,2003.85,1001.9250000000001,285,75,3.0,3.0,5.0,11.0,Loyal Customers
17083,109,3,1405.78,468.5933333333333,194,24,2.0,3.0,4.0,9.0,Loyal Customers
17084,35,2,2949.75,1474.875,0,146,3.0,3.0,5.0,11.0,Loyal Customers
17085,123,6,1555.05,259.175,239,116,2.0,4.0,4.0,10.0,Loyal Customers
17086,7,6,2050.08,341.68,56,76,5.0,4.0,5.0,14.0,Champions
17088,28,4,1991.01,497.7525,225,96,4.0,4.0,4.0,12.0,Champions
17090,4,8,2041.8500000000001,255.23125000000002,349,45,5.0,5.0,5.0,15.0,Champions
